%Name                           Path                                                                                                                                                                                                        Outputname      Number of subjobs   Cross-Section (pb)


VHToNonbb                       /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/VHToNonbb_M125_TuneCP5_13TeV-amcatnloFXFX_madspin_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v3_singlelepton_MC_2018_ULv4                       ZZ-H           Calc                0.9561

WG                              /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WGToLNuG_TuneCP5_13TeV-madgraphMLM-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                                      XG              Calc                405.271             
WG-1J                           /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WGToLNuG_01J_5f_TuneCP5_13TeV-amcatnloFXFX-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                              XG              Calc                191.4               

WJets                           /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WJetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                                    Other           Calc                61526.7
WJets-1J                        /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/W1JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                                   Other           Calc                9442.49
WJets-2J                        /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/W2JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                                   Other           Calc                3252.49
WJets-3J                        /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/W3JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                                   Other           Calc                1153.42
WJets-4J                        /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/W4JetsToLNu_TuneCP5_13TeV-madgraphMLM-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                                   Other           Calc                634.05


WW                              /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WW_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                                        Other              Calc                63.21
WWTo1L1Nu2Q                     /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WWTo1L1Nu2Q_TuneCP5_13TeV-amcatnloFXFX-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                                  Other              Calc                50.45
WWTo2L2Nu                       /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WWTo2L2Nu_TuneCP5_13TeV-powheg-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                          Other              Calc                12.178

WZ                              /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WZ_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                                        WZ              Calc                22.82
WZTo1LNu2Q                      /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WZTo1L1Nu2Q_TuneCP5_13TeV-amcatnloFXFX-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                  WZ              Calc                10.73
WZTo3LNu                        /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WZTo3LNu_TuneCP5_13TeV-amcatnloFXFX-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v3_singlelepton_MC_2018_ULv4                                     WZ              Calc                4.9173

ZZ                              /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/ZZ_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                                        ZZ-H              Calc                16.523
ZZTo4L                          /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/ZZTo4L_TuneCP5_13TeV_powheg_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                             ZZ-H              Calc                1.256
ZZTo2L2Nu                       /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/ZZTo2L2Nu_TuneCP5_13TeV_powheg_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                                          ZZ-H              Calc                0.5640

ZG                              /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/ZGToLLG_01J_5f_TuneCP5_13TeV-amcatnloFXFX-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                               XG              Calc                59.21

WWW                             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WWW_4F_TuneCP5_13TeV-amcatnlo-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                           triboson        Calc                0.2086              
WWZ                             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WWZ_4F_TuneCP5_13TeV-amcatnlo-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                           triboson        Calc                0.1651              
WWZ-ext1                        /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WWZ_4F_TuneCP5_13TeV-amcatnlo-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1_ext1-v2_singlelepton_MC_2018_ULv4                                      triboson        Calc                0.1651              
WZG                             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WZG_TuneCP5_13TeV-amcatnlo-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                              triboson        Calc                0.0412              
WZZ                             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WZZ_TuneCP5_13TeV-amcatnlo-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                              triboson        Calc                0.05565              
WZZ-ext1                        /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/WZZ_TuneCP5_13TeV-amcatnlo-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1_ext1-v2_singlelepton_MC_2018_ULv4                                         triboson        Calc                0.05565              
ZZZ                             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/ZZZ_TuneCP5_13TeV-amcatnlo-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                              triboson        Calc                0.01398             

QCD-15to30                      /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_15to30_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                            QCD             Calc                1.246e+09      
QCD-30to50                      /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_30to50_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                            QCD             Calc                1.069e+08	      
QCD-50to80                      /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_50to80_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                            QCD             Calc                1.571e+07      
QCD-80to120                     /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_80to120_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                           QCD             Calc                2.340e+06      
QCD-120to170                    /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_120to170_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                          QCD             Calc                4.074e+05      
QCD-170to300                    /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_170to300_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                          QCD             Calc                1.035e+05      
QCD-300to470                    /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_300to470_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                          QCD             Calc                6.832e+03      
QCD-470to600                    /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_470to600_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                          QCD             Calc                1.828e+01     
QCD-600to800                    /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_600to800_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                          QCD             Calc                1.564e+02      
QCD-800to1000                   /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_800to1000_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                         QCD             Calc                2.626e+01      
QCD-1000to1400                  /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_1000to1400_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                        QCD             Calc                7.476e+00      
QCD-1400to1800                  /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_1400to1800_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                        QCD             Calc                6.483e-01      
QCD-1800to2400                  /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_1800to2400_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                        QCD             Calc                8.743e-02      
QCD-2400to3200                  /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_2400to3200_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                        QCD             Calc                5.239e-03      
QCD-3200toInf                   /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_3200toInf_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                         QCD             Calc                1.352e-04      

QCDmuEnriched-15to20            /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-15To20_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                         QCD           Calc                3819570      
QCDmuEnriched-20to30            /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-20To30_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                         QCD           Calc                2960198      
QCDmuEnriched-30to50            /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-30To50_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                         QCD           Calc                1652471      
QCDmuEnriched-50to80            /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-50To80_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                         QCD           Calc                437504      
QCDmuEnriched-80to120           /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-80To120_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v1_singlelepton_MC_2018_ULv4                        QCD           Calc                106034      
QCDmuEnriched-120to170          /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-120To170_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                       QCD           Calc                25191      
QCDmuEnriched-170to300          /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-170To300_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                       QCD           Calc                8654      
QCDmuEnriched-300to470          /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-300To470_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                       QCD           Calc                797.35      
QCDmuEnriched-470to600          /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-470To600_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                       QCD           Calc                79.026      
QCDmuEnriched-600to800          /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-600To800_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                       QCD           Calc                25.095      
QCDmuEnriched-800to1000         /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-800To1000_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                      QCD           Calc                4.7074      
QCDmuEnriched-1000toInf         /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-1000_MuEnrichedPt5_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                           QCD           Calc                1.6213      

QCDEMEnriched-30to50            /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-30to50_EMEnriched_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                            QCD           Calc                9928000      
QCDEMEnriched-50to80            /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-50to80_EMEnriched_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                            QCD           Calc                2890800      
QCDEMEnriched-80to120           /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-80to120_EMEnriched_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                           QCD           Calc                350000      
QCDEMEnriched-120to170          /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-120to170_EMEnriched_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                          QCD           Calc                62964      
QCDEMEnriched-170to300          /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-170to300_EMEnriched_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                          QCD           Calc                18810      
QCDEMEnriched-300toInf          /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt-300toInf_EMEnriched_TuneCP5_13TeV-pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                          QCD           Calc                1350      
QCDbcToE-20to30                 /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_20to30_bcToE_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                 QCD             Calc                329000
QCDbcToE-30to80                 /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_30to80_bcToE_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                 QCD             Calc                405623
QCDbcToE-80to170                /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_80to170_bcToE_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                                QCD             Calc                38104
QCDbcToE-170to250               /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_170to250_bcToE_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                               QCD             Calc                2636
QCDbcToE-250toInf               /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/QCD_Pt_250toInf_bcToE_TuneCP5_13TeV_pythia8/crab_RunIISummer20UL18MiniAOD-106X_upgrade2018_realistic_v11_L1v1-v2_singlelepton_MC_2018_ULv4                               QCD             Calc                711.9

%
%Data
%

SingleMuon-Run2018A             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/SingleMuon/crab_Run2018A-12Nov2019_UL2018-v3_singlelepton_data_UL2018v2                                                                            SingleMuon      Calc                data
SingleMuon-Run2018B             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/SingleMuon/crab_Run2018B-12Nov2019_UL2018-v2_singlelepton_data_UL2018v2                                                                            SingleMuon      Calc                data
SingleMuon-Run2018C             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/SingleMuon/crab_Run2018C-12Nov2019_UL2018-v2_singlelepton_data_UL2018v2                                                                            SingleMuon      Calc                data
SingleMuon-Run2018D             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/SingleMuon/crab_Run2018D-12Nov2019_UL2018-v8_singlelepton_data_UL2018v2                                                                            SingleMuon      Calc                data

DoubleMuon-Run2018A             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/DoubleMuon/crab_Run2018A-12Nov2019_UL2018-v2_singlelepton_data_UL2018v2                                                                       DoubleMuon      Calc                data
DoubleMuon-Run2018B             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/DoubleMuon/crab_Run2018B-12Nov2019_UL2018-v2_singlelepton_data_UL2018v2                                                                       DoubleMuon      Calc                data
DoubleMuon-Run2018C             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/DoubleMuon/crab_Run2018C-12Nov2019_UL2018-v2_singlelepton_data_UL2018v2                                                                            DoubleMuon      Calc                data
DoubleMuon-Run2018D             /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/DoubleMuon/crab_Run2018D-12Nov2019_UL2018-v3_singlelepton_data_UL2018v2                                                                            DoubleMuon      Calc                data

EGamma-Run2018A               /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/EGamma/crab_Run2018A-12Nov2019_UL2018-v2_singlelepton_data_UL2018v2                                                                         EGamma        Calc                data
EGamma-Run2018B               /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/EGamma/crab_Run2018B-12Nov2019_UL2018-v2_singlelepton_data_UL2018v2                                                                         EGamma        Calc                data
EGamma-Run2018C               /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/EGamma/crab_Run2018C-12Nov2019_UL2018-v2_singlelepton_data_UL2018v2                                                                              EGamma        Calc                data
EGamma-Run2018D               /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/EGamma/crab_Run2018D-12Nov2019_UL2018-v8_singlelepton_data_UL2018v2                                                                              EGamma        Calc                data

MuonEG-Run2018A                 /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/MuonEG/crab_Run2018A-12Nov2019_UL2018_rsb-v1_singlelepton_data_UL2018v2                                                                           MuonEG          Calc                data
MuonEG-Run2018B                 /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/MuonEG/crab_Run2018B-12Nov2019_UL2018-v1_singlelepton_data_UL2018v2                                                                           MuonEG          Calc                data
MuonEG-Run2018C                 /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/MuonEG/crab_Run2018C-12Nov2019_UL2018-v1_singlelepton_data_UL2018v2                                                                                MuonEG          Calc                data
MuonEG-Run2018D                 /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/MuonEG/crab_Run2018D-12Nov2019_UL2018_rsb-v1_singlelepton_data_UL2018v2                                                                                MuonEG          Calc                data

MET-Run2018A                 /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/MET/crab_Run2018A-12Nov2019_UL2018-v3_singlelepton_data_UL2018v2                                                                           MET          Calc                data
MET-Run2018B                 /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/MET/crab_Run2018B-12Nov2019_UL2018_rsb-v1_singlelepton_data_UL2018v2                                                                           MET          Calc                data
MET-Run2018C                 /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/MET/crab_Run2018C-12Nov2019_UL2018_rsb-v1_singlelepton_data_UL2018v2                                                                                MET          Calc                data
MET-Run2018D                 /pnfs/iihe/cms/store/user/lwezenbe/heavyNeutrino/MET/crab_Run2018D-12Nov2019_UL2018_rsb-v2_singlelepton_data_UL2018v2                                                                                MET          Calc                data
